code,description,status,superseded_by
19053111,In immediate packings of a net content not exceeding 85 g,current,
51123010,Of a weight not exceeding 200 g/m2,current,
84137029,Multi-stage,current,
44089015,"Planed; sanded; end-jointed, whether or not planed or sanded",current,
61021090,"Anoraks (including ski jackets), windcheaters, wind-jackets and similar articles",current,
84243008,Other,current,
72163299,Other,current,
20097930,"Of a value exceeding € 18 per 100 kg net weight, containing added sugar",current,
27101925,Other,current,
23021010,With a starch content not exceeding 35 % by weight,current,
93063090,Other,current,
46019390,Other,current,
87033190,Used,current,
64052099,Other,current,
44123390,Other,current,
29159030,Lauric acid and its salts and esters,current,
65069990,Other,current,
73181499,Other,current,
48236910,"Trays, dishes and plates",current,
54076910,Unbleached or bleached,current,
03038910,Freshwater fish,current,
12092960,Fodder beet seed (Beta vulgaris var. alba),current,
85042290,Exceeding 1600 kVA but not exceeding 10000 kVA,current,
04022999,Other,current,
72072080,Other,current,
84073410,For the industrial assembly of: pedestrian-controlled tractors of subheading 870110; motor vehicles of heading 8703; motor vehicles of heading 8704 with an engine of a cylinder capacity of less than 2800 cm3; motor vehicles of heading 8705,current,
87042139,Used,current,
38249945,Anti-scaling and similar compounds,current,
27101985,"White oils, liquid paraffin",current,
04064090,Other,current,
39259020,"Trunking, ducting and cable trays for electrical circuits",current,
41044919,Other,current,
84871090,Other,current,
85437090,Other,current,
20021019,In immediate packings of a net content not exceeding 1 kg,current,
87042131,New,current,
21039090,Other,current,
84185011,For frozen food storage,current,
87088099,Other,current,
90184910,"Burrs, discs, drills and brushes, for use in dental drills",current,
08111011,With a sugar content exceeding 13 % by weight,current,
29269020,Isophthalonitrile,current,
76129030,"Manufactured from foil of a thickness not exceeding 0,2 mm",current,
88061090,Of an unladen weight exceeding 2000 kg,current,
61101190,Women's or girls',current,
73082010,Tubular wind turbine steel towers and tower-sections,current,
20099059,Other,current,
23070019,Other,current,
61112090,Other,current,
89069099,Other,current,
44072530,Planed,current,
84411020,Other slitting and cross-cutting machines,current,
44201190,Other,current,
84835020,Of cast iron or cast steel,current,
04041074,"Exceeding 1,5 % but not exceeding 27 %",current,
87089199,Other,current,
22043094,Other,current,
33012971,Of geranium; of jasmin; of vetiver,current,
39012010,"Polyethylene in one of the forms mentioned in note 6(b) to this chapter, of a specific gravity of 0,958 or more at 23 °C, containing: – 50 mg/kg or less of aluminium, – 2 mg/kg or less of calcium, – 2 mg/kg or less of chromium, – 2 mg/kg or less of iron, – 2 mg/kg or less of nickel, – 2 mg/kg or less of titanium, – 8 mg/kg or less of vanadium for the manufacture of chlorosulphonated polyethylene",current,
85030010,Non-magnetic retaining rings,current,
76151030,"Manufactured from foil of a thickness not exceeding 0,2 mm",current,
35051010,Dextrins,current,
88061010,Of an unladen weight not exceeding 2000 kg,current,
87149610,Pedals,current,
85059050,Electromagnetic lifting heads,current,
85143210,Of a kind used solely or principally for the manufacture of printed circuits or printed circuit assemblies,current,
20098131,"Of a value exceeding € 30 per 100 kg net weight, containing added sugar",current,
56021019,Of other textile materials,current,
84388099,Other,current,
48041190,Other,current,
90185010,Non-optical,current,
03028510,Of the species Dentex dentex or Pagellus spp.,current,
61101130,Men's or boys',current,
73021050,Other,current,
34059090,Other,current,
84089067,Exceeding 300 kW but not exceeding 500 kW,current,
76061199,Not less than 6 mm,current,
22086019,More than 2 litres,current,
84626290,Other,current,
42029215,Musical instrument cases,current,
74040010,Of refined copper,current,
95067010,Ice skates,current,
20093951,With an added sugar content exceeding 30 % by weight,current,
64041910,Slippers and other indoor footwear,current,
61123110,Containing by weight 5 % or more of rubber thread,current,
85311030,Of a kind used for buildings,current,
85042210,Exceeding 650 kVA but not exceeding 1600 kVA,current,
11029030,Oat flour,current,
72021180,Other,current,
39069090,Other,current,
29269070,Other,current,
07031019,Other,current,
72221181,"2,5 % or more of nickel",current,
20093119,Not containing added sugar,current,
85158010,For treating metals,current,
72283041,Of circular cross-section of a diameter of 80 mm or more,current,
48181090,"Weighing, per ply, more than 25 g/m2",current,
72112320,Electrical,current,
04041072,"Not exceeding 1,5 %",current,
84142080,Other,current,
84148080,Other,current,
84244990,Other,current,
39069010,"Poly[N-(3-hydroxyimino-1,1-dimethylbutyl)acrylamide]",current,
46021910,Straw envelopes for bottles,current,
03023610,For the industrial manufacture of products of heading 1604,current,
73079980,Other,current,
64039950,Slippers and other indoor footwear,current,
29093031,"Pentabromodiphenyl ether; 1,2,4,5-tetrabromo-3,6-bis(pentabromophenoxy)benzene",current,
38111190,Other,current,
38231990,Other,current,
85176990,Other,current,
73181552,Of stainless steel,current,
19053191,Sandwich biscuits,current,
31023010,In aqueous solution,current,
93032095,Other,current,
84082031,Not exceeding 50 kW,current,
20082079,Other,current,
35011090,Other,current,
28401910,Disodium tetraborate pentahydrate,current,
03023110,For the industrial manufacture of products of heading 1604,current,
84145995,Other,current,
84602990,Other,current,
85051190,Other,current,
62046931,Industrial and occupational,current,
95030035,Of plastics,current,
39172390,Other,current,
92071010,Organs,current,
94051950,Of glass,current,
87012110,New,current,
47010090,Other,current,
55141990,Other,current,
61151090,Other,current,
84629090,Other,current,
84419010,Of cutting machines,current,
62046211,Industrial and occupational,current,
82078019,Of other materials,current,
44192010,Of tropical wood specified in additional note 2 to this chapter,current,
02081010,Of domestic rabbits,current,
82121010,Safety razors with non-replaceable blades,current,
73142010,Of ribbed wire,current,
90261089,Other,current,
60033090,Other,current,
44083985,Of a thickness not exceeding 1 mm,current,
72210090,"Containing by weight less than 2,5 % of nickel",current,
64039991,Of less than 24 cm,current,
95030079,Of other materials,current,
44091011,"Mouldings for frames for paintings, photographs, mirrors or similar objects",current,
89069010,Seagoing,current,
29071910,Xylenols and their salts,current,
84073430,Used,current,
04029999,Other,current,
84143089,Other,current,
38249962,Intermediate products from the manufacture of monensin salts,current,
52114910,Jacquard fabrics,current,
84283990,Other,current,
40029910,Products modified by the incorporation of plastics,current,
84661031,For lathes,current,
55152110,Unbleached or bleached,current,
71081380,Other,current,
35021110,"Unfit, or to be rendered unfit, for human consumption",current,
15155091,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,current,
87034010,New,current,
63023920,Of flax or ramie,current,
72071980,Other,current,
72193290,"Containing by weight less than 2,5 % of nickel",current,
04072910,"Of poultry, other than of fowls of the species Gallus domesticus",current,
73110091,Less than 1000 l,current,
39191019,Other,current,
38051030,Wood turpentine,current,
85044083,Rectifiers,current,
20092919,Other,current,
70052180,"Of a thickness exceeding 4,5 mm",current,
20060031,Cherries,current,
34029010,Surface-active preparations,current,
84111230,Of a thrust exceeding 44 kN but not exceeding 132 kN,current,
55143010,"Of polyester staple fibres, plain weave",current,
72253030,Of high-speed steel,current,
62033390,Other,current,
72044910,Fragmentised (shredded),current,
85423275,Other,current,
84137089,Multi-stage,current,
20071099,Other,current,
58109290,Other,current,
76042990,Profiles,current,
73102191,"Less than 0,5 mm",current,
72092610,Electrical,current,
38122090,Other,current,
95063990,Other,current,
55152291,Unbleached or bleached,current,
84079050,For the industrial assembly of: pedestrian-controlled tractors of subheading 870110; motor vehicles of heading 8703; motor vehicles of heading 8704 with an engine of a cylinder capacity of less than 2800 cm3; motor vehicles of heading 8705,current,
39123920,Hydroxypropylcellulose,current,
03049961,Ray's bream (Brama spp.),current,
38259010,Alkaline iron oxide for the purification of gas,current,
84734080,Other,current,
20071091,Of tropical fruit,current,
85441110,Lacquered or enamelled,current,
79011230,"Containing by weight 98,5 % or more but less than 99,95 % of zinc",current,
69120023,Stoneware,current,
73065021,Cold-drawn or cold-rolled (cold-reduced),current,
84735080,Other,current,
39259080,Other,current,
92099970,Other,current,
53061030,"Measuring less than 833,3 decitex but not less than 277,8 decitex (exceeding 12 metric number but not exceeding 36 metric number)",current,
86079980,Other,current,
62034931,Industrial and occupational,current,
16041992,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",current,
72251990,Cold-rolled,current,
76071910,"Of a thickness of less than 0,021 mm",current,
